"grid_id","grouping"
100000000,"flat_counties"
100001073,"flat_counties"
100024783,"flat_counties"
100047360,"flat_counties"
100054604,"flat_counties"
100056004,"flat_counties"
100056005,"flat_counties"
100089588,"flat_counties"
100131318,"flat_counties"
100222390,"flat_counties"
100238556,"flat_counties"
100241760,"flat_counties"
100243745,"flat_counties"
100245356,"flat_counties"
100247244,"flat_counties"
100253792,"flat_counties"
100254764,"flat_counties"
100260851,"flat_counties"
100341224,"flat_counties"
100343035,"flat_counties"
100367575,"flat_counties"
100380097,"flat_counties"
100001075,"flat_counties"
100001076,"flat_counties"
100001077,"flat_counties"
100001078,"flat_counties"
100001079,"flat_counties"
100001080,"flat_counties"
100001081,"flat_counties"
100001082,"flat_counties"
100001083,"flat_counties"
100001084,"flat_counties"
100001085,"flat_counties"
100001086,"flat_counties"
100001087,"flat_counties"
100001088,"flat_counties"
100001089,"flat_counties"
100001090,"flat_counties"
100001520,"flat_counties"
100001521,"flat_counties"
100001522,"flat_counties"
100001523,"flat_counties"
100001524,"flat_counties"
100001525,"flat_counties"
100001526,"flat_counties"
100002789,"flat_counties"
100002790,"flat_counties"
100002791,"flat_counties"
100002792,"flat_counties"
100002793,"flat_counties"
100002794,"flat_counties"
100002795,"flat_counties"
100002796,"flat_counties"
100002797,"flat_counties"
100002798,"flat_counties"
100002799,"flat_counties"
100002897,"flat_counties"
100002898,"flat_counties"
100002899,"flat_counties"
100002900,"flat_counties"
100002902,"flat_counties"
100002903,"flat_counties"
100002904,"flat_counties"
100002905,"flat_counties"
100002906,"flat_counties"
100002907,"flat_counties"
100002908,"flat_counties"
100002909,"flat_counties"
100018101,"flat_counties"
100018102,"flat_counties"
100018103,"flat_counties"
100024582,"flat_counties"
100024583,"flat_counties"
100024584,"flat_counties"
100024585,"flat_counties"
100024586,"flat_counties"
100024588,"flat_counties"
100024589,"flat_counties"
100024590,"flat_counties"
100024591,"flat_counties"
100024592,"flat_counties"
100024593,"flat_counties"
100024594,"flat_counties"
100024595,"flat_counties"
100024596,"flat_counties"
100024597,"flat_counties"
100024598,"flat_counties"
100024599,"flat_counties"
100024600,"flat_counties"
100024601,"flat_counties"
100024602,"flat_counties"
100024603,"flat_counties"
100024604,"flat_counties"
100024605,"flat_counties"
100024606,"flat_counties"
100024607,"flat_counties"
100024608,"flat_counties"
100024609,"flat_counties"
100024610,"flat_counties"
100024611,"flat_counties"
100024612,"flat_counties"
100024613,"flat_counties"
100024614,"flat_counties"
100024615,"flat_counties"
100024616,"flat_counties"
100024617,"flat_counties"
100024618,"flat_counties"
100024619,"flat_counties"
100024910,"flat_counties"
100024911,"flat_counties"
100024912,"flat_counties"
100024913,"flat_counties"
100024914,"flat_counties"
100024915,"flat_counties"
100024917,"flat_counties"
100024918,"flat_counties"
100024919,"flat_counties"
100024920,"flat_counties"
100024921,"flat_counties"
100024922,"flat_counties"
100024923,"flat_counties"
100024924,"flat_counties"
100024925,"flat_counties"
100024926,"flat_counties"
100024927,"flat_counties"
100041080,"flat_counties"
100041081,"flat_counties"
100041082,"flat_counties"
100041083,"flat_counties"
100041084,"flat_counties"
100041085,"flat_counties"
100041086,"flat_counties"
100041087,"flat_counties"
100041088,"flat_counties"
100041089,"flat_counties"
100041090,"flat_counties"
100055704,"flat_counties"
100055705,"flat_counties"
100055706,"flat_counties"
100056007,"flat_counties"
100056008,"flat_counties"
100056009,"flat_counties"
100056010,"flat_counties"
100056011,"flat_counties"
100056012,"flat_counties"
100056013,"flat_counties"
100056015,"flat_counties"
100056016,"flat_counties"
100056017,"flat_counties"
100056018,"flat_counties"
100056019,"flat_counties"
100072553,"flat_counties"
100072554,"flat_counties"
100072555,"flat_counties"
100072556,"flat_counties"
100072557,"flat_counties"
100072558,"flat_counties"
100072559,"flat_counties"
100072560,"flat_counties"
100072561,"flat_counties"
100072562,"flat_counties"
100130427,"flat_counties"
100130428,"flat_counties"
100130429,"flat_counties"
100130430,"flat_counties"
100131155,"flat_counties"
100131156,"flat_counties"
100131157,"flat_counties"
100131158,"flat_counties"
100131159,"flat_counties"
100131160,"flat_counties"
100131161,"flat_counties"
100131162,"flat_counties"
100131163,"flat_counties"
100131164,"flat_counties"
100131165,"flat_counties"
100131166,"flat_counties"
100131167,"flat_counties"
100131168,"flat_counties"
100131169,"flat_counties"
100132214,"flat_counties"
100132215,"flat_counties"
100132216,"flat_counties"
100132217,"flat_counties"
100132218,"flat_counties"
100132219,"flat_counties"
100132220,"flat_counties"
100132222,"flat_counties"
100132223,"flat_counties"
100132224,"flat_counties"
100132225,"flat_counties"
100132226,"flat_counties"
100132629,"flat_counties"
100132630,"flat_counties"
100132631,"flat_counties"
100132632,"flat_counties"
100132633,"flat_counties"
100132634,"flat_counties"
100132635,"flat_counties"
100132636,"flat_counties"
100132637,"flat_counties"
100132638,"flat_counties"
100132639,"flat_counties"
100132640,"flat_counties"
100132641,"flat_counties"
100132642,"flat_counties"
100132643,"flat_counties"
100132644,"flat_counties"
100132645,"flat_counties"
100132646,"flat_counties"
100132647,"flat_counties"
100132776,"flat_counties"
100132777,"flat_counties"
100132778,"flat_counties"
100132779,"flat_counties"
100132780,"flat_counties"
100132781,"flat_counties"
100132782,"flat_counties"
100132783,"flat_counties"
100132784,"flat_counties"
100132785,"flat_counties"
100132786,"flat_counties"
100132787,"flat_counties"
100132788,"flat_counties"
100132789,"flat_counties"
100132790,"flat_counties"
100132791,"flat_counties"
100132792,"flat_counties"
100132793,"flat_counties"
100222392,"flat_counties"
100222393,"flat_counties"
100222394,"flat_counties"
100222395,"flat_counties"
100222396,"flat_counties"
100222397,"flat_counties"
100222398,"flat_counties"
100222399,"flat_counties"
100222400,"flat_counties"
100222401,"flat_counties"
100222402,"flat_counties"
100222403,"flat_counties"
100222404,"flat_counties"
100222405,"flat_counties"
100222406,"flat_counties"
100222407,"flat_counties"
100222408,"flat_counties"
100222409,"flat_counties"
100222410,"flat_counties"
100222411,"flat_counties"
100222412,"flat_counties"
100222413,"flat_counties"
100222414,"flat_counties"
100222415,"flat_counties"
100222416,"flat_counties"
100222417,"flat_counties"
100222968,"flat_counties"
100222969,"flat_counties"
100222970,"flat_counties"
100222971,"flat_counties"
100222972,"flat_counties"
100222973,"flat_counties"
100222974,"flat_counties"
100231207,"flat_counties"
100231208,"flat_counties"
100231209,"flat_counties"
100231210,"flat_counties"
100231211,"flat_counties"
100231212,"flat_counties"
100231213,"flat_counties"
100231214,"flat_counties"
100231215,"flat_counties"
100231216,"flat_counties"
100231217,"flat_counties"
100231218,"flat_counties"
100231219,"flat_counties"
100231220,"flat_counties"
100231222,"flat_counties"
100231223,"flat_counties"
100231224,"flat_counties"
100231225,"flat_counties"
100231226,"flat_counties"
100231227,"flat_counties"
100231228,"flat_counties"
100231229,"flat_counties"
100231230,"flat_counties"
100231231,"flat_counties"
100231232,"flat_counties"
100231233,"flat_counties"
100238558,"flat_counties"
100238559,"flat_counties"
100238560,"flat_counties"
100238561,"flat_counties"
100238562,"flat_counties"
100238563,"flat_counties"
100238564,"flat_counties"
100238565,"flat_counties"
100238566,"flat_counties"
100238567,"flat_counties"
100238568,"flat_counties"
100238569,"flat_counties"
100238570,"flat_counties"
100238571,"flat_counties"
100238820,"flat_counties"
100238821,"flat_counties"
100238822,"flat_counties"
100238823,"flat_counties"
100238824,"flat_counties"
100238825,"flat_counties"
100240982,"flat_counties"
100240983,"flat_counties"
100240984,"flat_counties"
100240985,"flat_counties"
100240986,"flat_counties"
100240987,"flat_counties"
100240988,"flat_counties"
100240989,"flat_counties"
100240990,"flat_counties"
100240991,"flat_counties"
100240992,"flat_counties"
100240993,"flat_counties"
100240994,"flat_counties"
100240995,"flat_counties"
100240996,"flat_counties"
100240997,"flat_counties"
100240998,"flat_counties"
100240999,"flat_counties"
100241000,"flat_counties"
100241001,"flat_counties"
100241002,"flat_counties"
100241003,"flat_counties"
100241005,"flat_counties"
100241006,"flat_counties"
100241007,"flat_counties"
100241008,"flat_counties"
100241009,"flat_counties"
100241010,"flat_counties"
100241011,"flat_counties"
100241012,"flat_counties"
100241013,"flat_counties"
100241014,"flat_counties"
